Name,Weight,Event,Time
Gage Feest,111,Fourth of July 2011,2011-07-04T010:17:15-06:00
Gage Feest,113,Fourth of July 2011,2011-07-04T011:50:58-06:00
Alejandrin Gottlieb,99,Fourth of July 2011,2011-07-04T00:23:26-06:00
Alejandrin Gottlieb,102,Fourth of July 2011,2011-07-04T01:27:36-06:00
Alejandrin Gottlieb,103,Fourth of July 2011,2011-07-04T02:38:18-06:00
Alejandrin Gottlieb,101,Fourth of July 2011,2011-07-04T03:37:23-06:00
Alejandrin Gottlieb,104,Fourth of July 2011,2011-07-04T04:55:24-06:00
Alejandrin Gottlieb,104,Fourth of July 2011,2011-07-04T05:10:27-06:00
Alejandrin Gottlieb,105,Fourth of July 2011,2011-07-04T06:37:46-06:00
Alejandrin Gottlieb,106,Fourth of July 2011,2011-07-04T07:33:50-06:00
Alejandrin Gottlieb,106,Fourth of July 2011,2011-07-04T08:14:46-06:00
Alejandrin Gottlieb,110,Fourth of July 2011,2011-07-04T09:39:27-06:00
Alejandrin Gottlieb,108,Fourth of July 2011,2011-07-04T010:36:17-06:00
Alejandrin Gottlieb,113,Fourth of July 2011,2011-07-04T011:45:44-06:00
Alejandrin Gottlieb,112,Fourth of July 2011,2011-07-04T012:33:18-06:00
Alejandrin Gottlieb,113,Fourth of July 2011,2011-07-04T013:57:19-06:00
Alejandrin Gottlieb,115,Fourth of July 2011,2011-07-04T014:53:15-06:00
Arnaldo Feest,100,Fourth of July 2011,2011-07-04T00:55:21-06:00
Arnaldo Feest,101,Fourth of July 2011,2011-07-04T01:29:43-06:00
Arnaldo Feest,100,Fourth of July 2011,2011-07-04T02:57:30-06:00
Arnaldo Feest,104,Fourth of July 2011,2011-07-04T03:42:43-06:00
Arnaldo Feest,105,Fourth of July 2011,2011-07-04T04:22:58-06:00
Arnaldo Feest,107,Fourth of July 2011,2011-07-04T05:10:48-06:00
Ellie Gottlieb,99,Fourth of July 2011,2011-07-04T00:49:43-06:00
Ellie Gottlieb,99,Fourth of July 2011,2011-07-04T01:10:39-06:00
Ellie Gottlieb,104,Fourth of July 2011,2011-07-04T02:50:12-06:00
Ellie Gottlieb,104,Fourth of July 2011,2011-07-04T03:40:49-06:00
Ellie Gottlieb,102,Fourth of July 2011,2011-07-04T04:30:56-06:00
Ellie Gottlieb,105,Fourth of July 2011,2011-07-04T05:56:22-06:00
Ellie Gottlieb,105,Fourth of July 2011,2011-07-04T06:31:57-06:00
Ellie Gottlieb,109,Fourth of July 2011,2011-07-04T07:29:28-06:00
Ellie Gottlieb,106,Fourth of July 2011,2011-07-04T08:48:24-06:00
Ellie Gottlieb,110,Fourth of July 2011,2011-07-04T09:14:25-06:00
Ellie Gottlieb,109,Fourth of July 2011,2011-07-04T010:13:29-06:00
Ellie Gottlieb,109,Fourth of July 2011,2011-07-04T011:22:27-06:00
Alivia Gottlieb,101,Fourth of July 2011,2011-07-04T00:37:22-06:00
Bridie Feest,102,Fourth of July 2011,2011-07-04T00:23:37-06:00
Bridie Feest,100,Fourth of July 2011,2011-07-04T01:56:55-06:00
Bridie Feest,100,Fourth of July 2011,2011-07-04T02:42:51-06:00
Bridie Feest,104,Fourth of July 2011,2011-07-04T03:25:27-06:00
Bridie Feest,103,Fourth of July 2011,2011-07-04T04:49:46-06:00
Eriberto Upton,99,Fourth of July 2011,2011-07-04T00:33:14-06:00
Eriberto Upton,100,Fourth of July 2011,2011-07-04T01:30:47-06:00
Eriberto Upton,102,Fourth of July 2011,2011-07-04T02:53:15-06:00
Eriberto Upton,104,Fourth of July 2011,2011-07-04T03:29:59-06:00
Eriberto Upton,104,Fourth of July 2011,2011-07-04T04:31:38-06:00
Eriberto Upton,106,Fourth of July 2011,2011-07-04T05:39:17-06:00
Eriberto Upton,106,Fourth of July 2011,2011-07-04T06:41:39-06:00
Eriberto Upton,107,Fourth of July 2011,2011-07-04T07:31:41-06:00
Eriberto Upton,106,Fourth of July 2011,2011-07-04T08:57:37-06:00
Eriberto Upton,111,Fourth of July 2011,2011-07-04T09:26:11-06:00
Eriberto Upton,112,Fourth of July 2011,2011-07-04T010:56:57-06:00
Eriberto Upton,110,Fourth of July 2011,2011-07-04T011:37:12-06:00
Leslie Feest,101,Fourth of July 2011,2011-07-04T00:42:28-06:00
Leslie Feest,101,Fourth of July 2011,2011-07-04T01:29:47-06:00
Leslie Feest,101,Fourth of July 2011,2011-07-04T02:17:33-06:00
Leslie Feest,101,Fourth of July 2011,2011-07-04T03:11:34-06:00
Leslie Feest,105,Fourth of July 2011,2011-07-04T04:13:21-06:00
Leslie Feest,103,Fourth of July 2011,2011-07-04T05:21:26-06:00
Leslie Feest,107,Fourth of July 2011,2011-07-04T06:22:35-06:00
Leslie Feest,105,Fourth of July 2011,2011-07-04T07:23:55-06:00
Leslie Feest,106,Fourth of July 2011,2011-07-04T08:23:14-06:00
Leslie Feest,111,Fourth of July 2011,2011-07-04T09:24:43-06:00
Leslie Feest,108,Fourth of July 2011,2011-07-04T010:10:18-06:00
Leslie Feest,111,Fourth of July 2011,2011-07-04T011:55:27-06:00
Karen Gottlieb,102,Fourth of July 2011,2011-07-04T00:32:24-06:00
Karen Gottlieb,102,Fourth of July 2011,2011-07-04T01:32:36-06:00
Karen Gottlieb,101,Fourth of July 2011,2011-07-04T02:39:58-06:00
Karen Gottlieb,103,Fourth of July 2011,2011-07-04T03:21:16-06:00
Karen Gottlieb,102,Fourth of July 2011,2011-07-04T04:25:21-06:00
Karen Gottlieb,106,Fourth of July 2011,2011-07-04T05:33:25-06:00
Karen Gottlieb,108,Fourth of July 2011,2011-07-04T06:59:19-06:00
Karen Gottlieb,107,Fourth of July 2011,2011-07-04T07:42:24-06:00
Karen Gottlieb,106,Fourth of July 2011,2011-07-04T08:28:23-06:00
Karen Gottlieb,107,Fourth of July 2011,2011-07-04T09:43:28-06:00
Karen Gottlieb,111,Fourth of July 2011,2011-07-04T010:29:38-06:00
Karen Gottlieb,112,Fourth of July 2011,2011-07-04T011:41:32-06:00
Karen Gottlieb,110,Fourth of July 2011,2011-07-04T012:35:32-06:00
Karen Gottlieb,115,Fourth of July 2011,2011-07-04T013:50:33-06:00
Karen Gottlieb,113,Fourth of July 2011,2011-07-04T014:59:47-06:00
Annie Gottlieb,99,Fourth of July 2011,2011-07-04T00:14:45-06:00
Annie Gottlieb,99,Fourth of July 2011,2011-07-04T01:14:23-06:00
Annie Gottlieb,100,Fourth of July 2011,2011-07-04T02:16:45-06:00
Annie Gottlieb,101,Fourth of July 2011,2011-07-04T03:33:11-06:00
Annie Gottlieb,106,Fourth of July 2011,2011-07-04T04:38:20-06:00
Annie Gottlieb,107,Fourth of July 2011,2011-07-04T05:38:28-06:00
Gage Feest,100,New Year's Eve 2011,2011-12-31T00:38:58-06:00
Gage Feest,99,New Year's Eve 2011,2011-12-31T01:32:27-06:00
Gage Feest,100,New Year's Eve 2011,2011-12-31T02:58:30-06:00
Gage Feest,101,New Year's Eve 2011,2011-12-31T03:30:21-06:00
Gage Feest,105,New Year's Eve 2011,2011-12-31T04:22:21-06:00
Gage Feest,106,New Year's Eve 2011,2011-12-31T05:28:36-06:00
Gage Feest,106,New Year's Eve 2011,2011-12-31T06:27:54-06:00
Gage Feest,106,New Year's Eve 2011,2011-12-31T07:38:31-06:00
Gage Feest,110,New Year's Eve 2011,2011-12-31T08:49:41-06:00
Gage Feest,107,New Year's Eve 2011,2011-12-31T09:24:58-06:00
Gage Feest,109,New Year's Eve 2011,2011-12-31T010:56:12-06:00
Gage Feest,110,New Year's Eve 2011,2011-12-31T011:31:38-06:00
Alejandrin Gottlieb,101,New Year's Eve 2011,2011-12-31T00:24:37-06:00
Alejandrin Gottlieb,100,New Year's Eve 2011,2011-12-31T01:40:51-06:00
Alejandrin Gottlieb,103,New Year's Eve 2011,2011-12-31T02:57:17-06:00
Alejandrin Gottlieb,105,New Year's Eve 2011,2011-12-31T03:28:39-06:00
Alejandrin Gottlieb,105,New Year's Eve 2011,2011-12-31T04:16:12-06:00
Alejandrin Gottlieb,103,New Year's Eve 2011,2011-12-31T05:59:45-06:00
Arnaldo Feest,100,New Year's Eve 2011,2011-12-31T00:29:24-06:00
Arnaldo Feest,99,New Year's Eve 2011,2011-12-31T01:56:36-06:00
Arnaldo Feest,103,New Year's Eve 2011,2011-12-31T02:51:57-06:00
Arnaldo Feest,105,New Year's Eve 2011,2011-12-31T03:22:49-06:00
Arnaldo Feest,102,New Year's Eve 2011,2011-12-31T04:40:16-06:00
Arnaldo Feest,104,New Year's Eve 2011,2011-12-31T05:38:21-06:00
Arnaldo Feest,105,New Year's Eve 2011,2011-12-31T06:50:17-06:00
Arnaldo Feest,106,New Year's Eve 2011,2011-12-31T07:32:37-06:00
Arnaldo Feest,106,New Year's Eve 2011,2011-12-31T08:49:16-06:00
Arnaldo Feest,111,New Year's Eve 2011,2011-12-31T09:52:18-06:00
Arnaldo Feest,110,New Year's Eve 2011,2011-12-31T010:50:57-06:00
Arnaldo Feest,111,New Year's Eve 2011,2011-12-31T011:24:13-06:00
Arnaldo Feest,113,New Year's Eve 2011,2011-12-31T012:16:54-06:00
Arnaldo Feest,115,New Year's Eve 2011,2011-12-31T013:43:59-06:00
Arnaldo Feest,113,New Year's Eve 2011,2011-12-31T014:56:34-06:00
Ellie Gottlieb,100,New Year's Eve 2011,2011-12-31T00:57:29-06:00
Alivia Gottlieb,100,New Year's Eve 2011,2011-12-31T00:50:58-06:00
Alivia Gottlieb,100,New Year's Eve 2011,2011-12-31T01:42:17-06:00
Alivia Gottlieb,102,New Year's Eve 2011,2011-12-31T02:56:31-06:00
Alivia Gottlieb,102,New Year's Eve 2011,2011-12-31T03:49:48-06:00
Alivia Gottlieb,106,New Year's Eve 2011,2011-12-31T04:12:20-06:00
Alivia Gottlieb,104,New Year's Eve 2011,2011-12-31T05:17:13-06:00
Bridie Feest,100,New Year's Eve 2011,2011-12-31T00:58:50-06:00
Bridie Feest,103,New Year's Eve 2011,2011-12-31T01:28:33-06:00
Bridie Feest,101,New Year's Eve 2011,2011-12-31T02:24:15-06:00
Bridie Feest,102,New Year's Eve 2011,2011-12-31T03:38:58-06:00
Bridie Feest,102,New Year's Eve 2011,2011-12-31T04:21:10-06:00
Bridie Feest,105,New Year's Eve 2011,2011-12-31T05:59:16-06:00
Eriberto Upton,99,New Year's Eve 2011,2011-12-31T00:57:47-06:00
Leslie Feest,102,New Year's Eve 2011,2011-12-31T00:58:23-06:00
Leslie Feest,99,New Year's Eve 2011,2011-12-31T01:52:41-06:00
Leslie Feest,102,New Year's Eve 2011,2011-12-31T02:55:45-06:00
Leslie Feest,103,New Year's Eve 2011,2011-12-31T03:54:56-06:00
Leslie Feest,106,New Year's Eve 2011,2011-12-31T04:46:36-06:00
Leslie Feest,105,New Year's Eve 2011,2011-12-31T05:58:25-06:00
Leslie Feest,107,New Year's Eve 2011,2011-12-31T06:17:14-06:00
Leslie Feest,108,New Year's Eve 2011,2011-12-31T07:29:41-06:00
Leslie Feest,107,New Year's Eve 2011,2011-12-31T08:17:59-06:00
Leslie Feest,111,New Year's Eve 2011,2011-12-31T09:59:21-06:00
Leslie Feest,110,New Year's Eve 2011,2011-12-31T010:30:44-06:00
Leslie Feest,109,New Year's Eve 2011,2011-12-31T011:15:11-06:00
Karen Gottlieb,100,New Year's Eve 2011,2011-12-31T00:38:18-06:00
Karen Gottlieb,103,New Year's Eve 2011,2011-12-31T01:19:12-06:00
Annie Gottlieb,102,New Year's Eve 2011,2011-12-31T00:43:54-06:00
Gage Feest,100,Labor Day 2011,2011-09-03T00:44:20-06:00
Gage Feest,99,Labor Day 2011,2011-09-03T01:55:19-06:00
Gage Feest,103,Labor Day 2011,2011-09-03T02:18:34-06:00
Gage Feest,104,Labor Day 2011,2011-09-03T03:19:51-06:00
Gage Feest,106,Labor Day 2011,2011-09-03T04:11:47-06:00
Gage Feest,107,Labor Day 2011,2011-09-03T05:59:16-06:00
Gage Feest,105,Labor Day 2011,2011-09-03T06:20:57-06:00
Gage Feest,106,Labor Day 2011,2011-09-03T07:47:34-06:00
Gage Feest,109,Labor Day 2011,2011-09-03T08:30:17-06:00
Gage Feest,108,Labor Day 2011,2011-09-03T09:48:38-06:00
Gage Feest,109,Labor Day 2011,2011-09-03T010:17:23-06:00
Gage Feest,110,Labor Day 2011,2011-09-03T011:22:50-06:00
Alejandrin Gottlieb,98,Labor Day 2011,2011-09-03T00:13:52-06:00
Alejandrin Gottlieb,101,Labor Day 2011,2011-09-03T01:11:38-06:00
Alejandrin Gottlieb,104,Labor Day 2011,2011-09-03T02:50:18-06:00
Alejandrin Gottlieb,105,Labor Day 2011,2011-09-03T03:43:50-06:00
Alejandrin Gottlieb,104,Labor Day 2011,2011-09-03T04:49:20-06:00
Alejandrin Gottlieb,103,Labor Day 2011,2011-09-03T05:39:43-06:00
Alejandrin Gottlieb,104,Labor Day 2011,2011-09-03T06:41:46-06:00
Alejandrin Gottlieb,105,Labor Day 2011,2011-09-03T07:17:20-06:00
Alejandrin Gottlieb,110,Labor Day 2011,2011-09-03T08:25:41-06:00
Alejandrin Gottlieb,108,Labor Day 2011,2011-09-03T09:21:18-06:00
Alejandrin Gottlieb,110,Labor Day 2011,2011-09-03T010:21:40-06:00
Alejandrin Gottlieb,109,Labor Day 2011,2011-09-03T011:10:48-06:00
Arnaldo Feest,98,Labor Day 2011,2011-09-03T00:51:28-06:00
Arnaldo Feest,99,Labor Day 2011,2011-09-03T01:25:42-06:00
Arnaldo Feest,100,Labor Day 2011,2011-09-03T02:35:13-06:00
Arnaldo Feest,102,Labor Day 2011,2011-09-03T03:22:12-06:00
Arnaldo Feest,102,Labor Day 2011,2011-09-03T04:45:45-06:00
Arnaldo Feest,105,Labor Day 2011,2011-09-03T05:16:57-06:00
Ellie Gottlieb,100,Labor Day 2011,2011-09-03T00:52:46-06:00
Ellie Gottlieb,101,Labor Day 2011,2011-09-03T01:59:25-06:00
Ellie Gottlieb,100,Labor Day 2011,2011-09-03T02:19:12-06:00
Ellie Gottlieb,101,Labor Day 2011,2011-09-03T03:19:58-06:00
Ellie Gottlieb,103,Labor Day 2011,2011-09-03T04:46:41-06:00
Alivia Gottlieb,101,Labor Day 2011,2011-09-03T00:55:32-06:00
Alivia Gottlieb,99,Labor Day 2011,2011-09-03T01:13:22-06:00
Alivia Gottlieb,104,Labor Day 2011,2011-09-03T02:56:35-06:00
Alivia Gottlieb,105,Labor Day 2011,2011-09-03T03:39:18-06:00
Alivia Gottlieb,103,Labor Day 2011,2011-09-03T04:15:29-06:00
Alivia Gottlieb,106,Labor Day 2011,2011-09-03T05:17:27-06:00
Alivia Gottlieb,108,Labor Day 2011,2011-09-03T06:46:42-06:00
Alivia Gottlieb,107,Labor Day 2011,2011-09-03T07:59:14-06:00
Alivia Gottlieb,108,Labor Day 2011,2011-09-03T08:46:14-06:00
Alivia Gottlieb,111,Labor Day 2011,2011-09-03T09:29:53-06:00
Alivia Gottlieb,109,Labor Day 2011,2011-09-03T010:48:29-06:00
Alivia Gottlieb,113,Labor Day 2011,2011-09-03T011:25:50-06:00
Alivia Gottlieb,113,Labor Day 2011,2011-09-03T012:14:28-06:00
Alivia Gottlieb,112,Labor Day 2011,2011-09-03T013:15:56-06:00
Alivia Gottlieb,112,Labor Day 2011,2011-09-03T014:37:31-06:00
Bridie Feest,99,Labor Day 2011,2011-09-03T00:47:41-06:00
Bridie Feest,102,Labor Day 2011,2011-09-03T01:44:43-06:00
Eriberto Upton,100,Labor Day 2011,2011-09-03T00:38:30-06:00
Eriberto Upton,101,Labor Day 2011,2011-09-03T01:27:33-06:00
Eriberto Upton,104,Labor Day 2011,2011-09-03T02:28:42-06:00
Eriberto Upton,104,Labor Day 2011,2011-09-03T03:29:11-06:00
Eriberto Upton,102,Labor Day 2011,2011-09-03T04:15:11-06:00
Eriberto Upton,103,Labor Day 2011,2011-09-03T05:21:54-06:00
Eriberto Upton,108,Labor Day 2011,2011-09-03T06:25:46-06:00
Eriberto Upton,106,Labor Day 2011,2011-09-03T07:23:51-06:00
Eriberto Upton,107,Labor Day 2011,2011-09-03T08:23:24-06:00
Eriberto Upton,108,Labor Day 2011,2011-09-03T09:42:30-06:00
Leslie Feest,99,Labor Day 2011,2011-09-03T00:48:11-06:00
Leslie Feest,100,Labor Day 2011,2011-09-03T01:30:29-06:00
Leslie Feest,102,Labor Day 2011,2011-09-03T02:37:48-06:00
Leslie Feest,101,Labor Day 2011,2011-09-03T03:49:35-06:00
Leslie Feest,102,Labor Day 2011,2011-09-03T04:48:40-06:00
Leslie Feest,107,Labor Day 2011,2011-09-03T05:54:41-06:00
Leslie Feest,107,Labor Day 2011,2011-09-03T06:37:42-06:00
Leslie Feest,109,Labor Day 2011,2011-09-03T07:24:11-06:00
Leslie Feest,109,Labor Day 2011,2011-09-03T08:22:43-06:00
Leslie Feest,109,Labor Day 2011,2011-09-03T09:21:36-06:00
Leslie Feest,109,Labor Day 2011,2011-09-03T010:47:26-06:00
Leslie Feest,110,Labor Day 2011,2011-09-03T011:27:53-06:00
Karen Gottlieb,100,Labor Day 2011,2011-09-03T00:37:13-06:00
Karen Gottlieb,99,Labor Day 2011,2011-09-03T01:58:35-06:00
Karen Gottlieb,103,Labor Day 2011,2011-09-03T02:49:24-06:00
Karen Gottlieb,105,Labor Day 2011,2011-09-03T03:17:44-06:00
Karen Gottlieb,106,Labor Day 2011,2011-09-03T04:37:12-06:00
Annie Gottlieb,98,Labor Day 2011,2011-09-03T00:24:19-06:00
Annie Gottlieb,99,Labor Day 2011,2011-09-03T01:13:43-06:00
Annie Gottlieb,103,Labor Day 2011,2011-09-03T02:24:39-06:00
Annie Gottlieb,101,Labor Day 2011,2011-09-03T03:58:13-06:00
Annie Gottlieb,103,Labor Day 2011,2011-09-03T04:49:10-06:00
Annie Gottlieb,103,Labor Day 2011,2011-09-03T05:18:22-06:00
Annie Gottlieb,108,Labor Day 2011,2011-09-03T06:47:37-06:00
Annie Gottlieb,107,Labor Day 2011,2011-09-03T07:16:39-06:00
Annie Gottlieb,109,Labor Day 2011,2011-09-03T08:12:16-06:00
Annie Gottlieb,110,Labor Day 2011,2011-09-03T09:44:37-06:00
Annie Gottlieb,109,Labor Day 2011,2011-09-03T010:15:42-06:00
Annie Gottlieb,113,Labor Day 2011,2011-09-03T011:47:34-06:00
Gage Feest,101,Halloween 2011,2011-10-31T00:16:17-06:00
Gage Feest,101,Halloween 2011,2011-10-31T01:45:15-06:00
Gage Feest,103,Halloween 2011,2011-10-31T02:10:41-06:00
Gage Feest,102,Halloween 2011,2011-10-31T03:47:33-06:00
Gage Feest,103,Halloween 2011,2011-10-31T04:23:53-06:00
Gage Feest,105,Halloween 2011,2011-10-31T05:56:33-06:00
Gage Feest,106,Halloween 2011,2011-10-31T06:17:35-06:00
Gage Feest,108,Halloween 2011,2011-10-31T07:26:15-06:00
Alejandrin Gottlieb,100,Halloween 2011,2011-10-31T00:40:36-06:00
Alejandrin Gottlieb,99,Halloween 2011,2011-10-31T01:53:17-06:00
Alejandrin Gottlieb,102,Halloween 2011,2011-10-31T02:41:43-06:00
Alejandrin Gottlieb,101,Halloween 2011,2011-10-31T03:41:25-06:00
Alejandrin Gottlieb,103,Halloween 2011,2011-10-31T04:12:14-06:00
Alejandrin Gottlieb,103,Halloween 2011,2011-10-31T05:59:15-06:00
Alejandrin Gottlieb,105,Halloween 2011,2011-10-31T06:30:23-06:00
Alejandrin Gottlieb,106,Halloween 2011,2011-10-31T07:41:40-06:00
Alejandrin Gottlieb,108,Halloween 2011,2011-10-31T08:23:51-06:00
Alejandrin Gottlieb,108,Halloween 2011,2011-10-31T09:34:25-06:00
Alejandrin Gottlieb,111,Halloween 2011,2011-10-31T010:13:12-06:00
Alejandrin Gottlieb,112,Halloween 2011,2011-10-31T011:58:24-06:00
Alejandrin Gottlieb,113,Halloween 2011,2011-10-31T012:41:43-06:00
Alejandrin Gottlieb,112,Halloween 2011,2011-10-31T013:55:58-06:00
Alejandrin Gottlieb,113,Halloween 2011,2011-10-31T014:24:30-06:00
Arnaldo Feest,99,Halloween 2011,2011-10-31T00:18:41-06:00
Arnaldo Feest,102,Halloween 2011,2011-10-31T01:38:43-06:00
Arnaldo Feest,104,Halloween 2011,2011-10-31T02:40:18-06:00
Arnaldo Feest,102,Halloween 2011,2011-10-31T03:18:39-06:00
Arnaldo Feest,104,Halloween 2011,2011-10-31T04:50:55-06:00
Arnaldo Feest,106,Halloween 2011,2011-10-31T05:40:44-06:00
Ellie Gottlieb,99,Halloween 2011,2011-10-31T00:57:13-06:00
Ellie Gottlieb,103,Halloween 2011,2011-10-31T01:18:17-06:00
Ellie Gottlieb,101,Halloween 2011,2011-10-31T02:37:57-06:00
Ellie Gottlieb,104,Halloween 2011,2011-10-31T03:35:17-06:00
Ellie Gottlieb,106,Halloween 2011,2011-10-31T04:44:38-06:00
Ellie Gottlieb,105,Halloween 2011,2011-10-31T05:15:40-06:00
Ellie Gottlieb,105,Halloween 2011,2011-10-31T06:57:44-06:00
Ellie Gottlieb,106,Halloween 2011,2011-10-31T07:35:49-06:00
Ellie Gottlieb,110,Halloween 2011,2011-10-31T08:37:25-06:00
Ellie Gottlieb,109,Halloween 2011,2011-10-31T09:54:28-06:00
Alivia Gottlieb,98,Halloween 2011,2011-10-31T00:58:58-06:00
Alivia Gottlieb,102,Halloween 2011,2011-10-31T01:41:20-06:00
Bridie Feest,98,Halloween 2011,2011-10-31T00:31:26-06:00
Bridie Feest,102,Halloween 2011,2011-10-31T01:41:44-06:00
Bridie Feest,104,Halloween 2011,2011-10-31T02:22:19-06:00
Bridie Feest,103,Halloween 2011,2011-10-31T03:53:36-06:00
Bridie Feest,103,Halloween 2011,2011-10-31T04:21:25-06:00
Bridie Feest,103,Halloween 2011,2011-10-31T05:37:31-06:00
Eriberto Upton,101,Halloween 2011,2011-10-31T00:35:13-06:00
Eriberto Upton,100,Halloween 2011,2011-10-31T01:46:48-06:00
Eriberto Upton,100,Halloween 2011,2011-10-31T02:34:27-06:00
Eriberto Upton,101,Halloween 2011,2011-10-31T03:25:48-06:00
Eriberto Upton,104,Halloween 2011,2011-10-31T04:29:10-06:00
Leslie Feest,98,Halloween 2011,2011-10-31T00:31:46-06:00
Leslie Feest,101,Halloween 2011,2011-10-31T01:24:44-06:00
Leslie Feest,104,Halloween 2011,2011-10-31T02:14:27-06:00
Leslie Feest,102,Halloween 2011,2011-10-31T03:43:13-06:00
Leslie Feest,104,Halloween 2011,2011-10-31T04:21:46-06:00
Leslie Feest,106,Halloween 2011,2011-10-31T05:42:49-06:00
Karen Gottlieb,100,Halloween 2011,2011-10-31T00:28:44-06:00
Karen Gottlieb,103,Halloween 2011,2011-10-31T01:38:34-06:00
Karen Gottlieb,103,Halloween 2011,2011-10-31T02:56:26-06:00
Karen Gottlieb,101,Halloween 2011,2011-10-31T03:43:28-06:00
Karen Gottlieb,104,Halloween 2011,2011-10-31T04:58:11-06:00
Karen Gottlieb,106,Halloween 2011,2011-10-31T05:16:57-06:00
Annie Gottlieb,102,Halloween 2011,2011-10-31T00:10:12-06:00
Annie Gottlieb,100,Halloween 2011,2011-10-31T01:31:30-06:00
Annie Gottlieb,103,Halloween 2011,2011-10-31T02:51:17-06:00
Annie Gottlieb,103,Halloween 2011,2011-10-31T03:11:55-06:00
Annie Gottlieb,104,Halloween 2011,2011-10-31T04:18:54-06:00
Gage Feest,100,Thankgiving 2012,2012-11-30T00:23:40-06:00
Gage Feest,101,Thankgiving 2012,2012-11-30T01:34:46-06:00
Gage Feest,104,Thankgiving 2012,2012-11-30T02:50:28-06:00
Gage Feest,101,Thankgiving 2012,2012-11-30T03:22:48-06:00
Gage Feest,105,Thankgiving 2012,2012-11-30T04:22:59-06:00
Gage Feest,105,Thankgiving 2012,2012-11-30T05:39:18-06:00
Gage Feest,107,Thankgiving 2012,2012-11-30T06:55:32-06:00
Gage Feest,108,Thankgiving 2012,2012-11-30T07:53:57-06:00
Gage Feest,106,Thankgiving 2012,2012-11-30T08:20:48-06:00
Gage Feest,107,Thankgiving 2012,2012-11-30T09:36:53-06:00
Gage Feest,112,Thankgiving 2012,2012-11-30T010:44:49-06:00
Gage Feest,113,Thankgiving 2012,2012-11-30T011:26:56-06:00
Gage Feest,110,Thankgiving 2012,2012-11-30T012:17:47-06:00
Gage Feest,114,Thankgiving 2012,2012-11-30T013:30:29-06:00
Gage Feest,112,Thankgiving 2012,2012-11-30T014:29:57-06:00
Alejandrin Gottlieb,100,Thankgiving 2012,2012-11-30T00:52:28-06:00
Alejandrin Gottlieb,102,Thankgiving 2012,2012-11-30T01:19:27-06:00
Arnaldo Feest,102,Thankgiving 2012,2012-11-30T00:44:59-06:00
Arnaldo Feest,101,Thankgiving 2012,2012-11-30T01:46:29-06:00
Arnaldo Feest,100,Thankgiving 2012,2012-11-30T02:20:25-06:00
Arnaldo Feest,102,Thankgiving 2012,2012-11-30T03:10:12-06:00
Arnaldo Feest,104,Thankgiving 2012,2012-11-30T04:39:53-06:00
Arnaldo Feest,104,Thankgiving 2012,2012-11-30T05:46:46-06:00
Ellie Gottlieb,100,Thankgiving 2012,2012-11-30T00:17:35-06:00
Ellie Gottlieb,99,Thankgiving 2012,2012-11-30T01:41:29-06:00
Ellie Gottlieb,100,Thankgiving 2012,2012-11-30T02:18:45-06:00
Ellie Gottlieb,103,Thankgiving 2012,2012-11-30T03:59:45-06:00
Ellie Gottlieb,103,Thankgiving 2012,2012-11-30T04:47:18-06:00
Ellie Gottlieb,107,Thankgiving 2012,2012-11-30T05:48:19-06:00
Ellie Gottlieb,105,Thankgiving 2012,2012-11-30T06:25:25-06:00
Ellie Gottlieb,109,Thankgiving 2012,2012-11-30T07:32:25-06:00
Ellie Gottlieb,106,Thankgiving 2012,2012-11-30T08:18:25-06:00
Ellie Gottlieb,109,Thankgiving 2012,2012-11-30T09:46:57-06:00
Ellie Gottlieb,112,Thankgiving 2012,2012-11-30T010:15:56-06:00
Ellie Gottlieb,112,Thankgiving 2012,2012-11-30T011:33:48-06:00
Alivia Gottlieb,101,Thankgiving 2012,2012-11-30T00:50:45-06:00
Alivia Gottlieb,102,Thankgiving 2012,2012-11-30T01:52:28-06:00
Bridie Feest,100,Thankgiving 2012,2012-11-30T00:17:12-06:00
Bridie Feest,101,Thankgiving 2012,2012-11-30T01:37:14-06:00
Eriberto Upton,102,Thankgiving 2012,2012-11-30T00:51:18-06:00
Eriberto Upton,101,Thankgiving 2012,2012-11-30T01:51:30-06:00
Eriberto Upton,101,Thankgiving 2012,2012-11-30T02:54:29-06:00
Eriberto Upton,101,Thankgiving 2012,2012-11-30T03:39:50-06:00
Eriberto Upton,102,Thankgiving 2012,2012-11-30T04:49:38-06:00
Eriberto Upton,107,Thankgiving 2012,2012-11-30T05:54:36-06:00
Eriberto Upton,107,Thankgiving 2012,2012-11-30T06:54:46-06:00
Eriberto Upton,108,Thankgiving 2012,2012-11-30T07:28:24-06:00
Eriberto Upton,109,Thankgiving 2012,2012-11-30T08:22:37-06:00
Eriberto Upton,108,Thankgiving 2012,2012-11-30T09:46:21-06:00
Eriberto Upton,112,Thankgiving 2012,2012-11-30T010:23:11-06:00
Eriberto Upton,113,Thankgiving 2012,2012-11-30T011:45:55-06:00
Leslie Feest,101,Thankgiving 2012,2012-11-30T00:16:19-06:00
Leslie Feest,102,Thankgiving 2012,2012-11-30T01:53:17-06:00
Leslie Feest,103,Thankgiving 2012,2012-11-30T02:25:51-06:00
Leslie Feest,101,Thankgiving 2012,2012-11-30T03:14:56-06:00
Leslie Feest,105,Thankgiving 2012,2012-11-30T04:24:40-06:00
Leslie Feest,107,Thankgiving 2012,2012-11-30T05:26:20-06:00
